Account,2024-04-05,2024-04-08,2024-05-03,2024-04-17,2024-05-10,2024-05-15,2024-05-08,2024-05-09,2024-05-20,Total Follows
simpelyfe,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
HashKeyGroup,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
DFlowResearch,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
starpowerworld,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
truecrimeai,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
Coldie,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
rng_gallery,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
egW2YPgCis,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
JuliusYRitter,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
warinstitute,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
genfabco,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
LiaowenArts,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
ConejoCapital,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
_zkmike,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
patrickamadon,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
0xPolygonID,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
evayzh,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
wallet_tg,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
R89Capital,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
0x_Shoyo,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
tumilett,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
JoeSquawk,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
TtQsHkp7Wj,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
jpegd_69,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
SPCMNandHOBBES,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
Chetanya_K,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
Doodles_Japan,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
jg_bernardes,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
whatsthisstudio,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
R2jwGRFOzT,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
castlesdao2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
lookonchain,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
gmdaostudio,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
rippyfied,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
WITS_TCG,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
Kiln_finance,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
Pallet_Exchange,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
0x_venture,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
foomvc,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
SearchOnDora,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
soupsranjan,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
bBHyta1Omy,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
CapitalCamp,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
digitalpowerus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
UniOfOxford,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
CryptoCurb,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
cousincrypt0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
aidtechnology,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
hfuUdjmPBd,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
stocktwits,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
ETF_Institute,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
ETFStore,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
divine_economy,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
X23R2qMajX,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
theinformation,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
Yueqi_Yang,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
csin02,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
stevedaines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
amirhaleem,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0cR8K6pxEI,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Eunicedwong,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
1CrypticPoet,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
matthewegould,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Token_Logic,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
momack28,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
STACCoverflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
DougieDeLuca,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
newcomputer,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
muKSZAdjho,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
taylorjbarr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
LilMoonLambo,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
alpinestar17,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
mingxmecca,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
AmirOnchain,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
basedbrett,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
PythiaR,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
basedbready,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
UR4AAqAO25,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
AmericaFrontier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
saharalabsai,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
search?q=%24BERA&src=cashtag_click,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
angelaywyi,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Maddiaa0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
cdrvalkyrie,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SolanaFloor,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
v9QTYw5C08,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
NeckarValue,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
bgdlabs,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
gizatechxyz,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
notjohnlestudio,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
hivemapper,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Vold_HQ,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
TX3dpDvq1j,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
dragonpartyDAO,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
redcirclehq,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
YieldBricks,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
robmsolomon,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
tttseocommunity,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
opendelta_,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
CIAN_protocol,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
winglian,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
axolotl_ai,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
JumperExchange,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
NoLeakz4da,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
AIDailyBrief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
3ni1V4rI9w,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
RemiliaCorp333,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
DIMO_Network,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
bsurveillance,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Poe_Ether,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
wormhole,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
RemiQuarterly,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
alpacahq,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
JoinBasedMgmt,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Apple,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
AVvPIrIdFP,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
huff_language,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
LPDMVpuiVe,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
nftpulseorg,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
Aave,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
CraigOPodcast,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Hazbobo1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
Ljcu33kYzv,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
DecentralGames,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
traderpow,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
NateGeraci,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
CharlotteFang77,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
aaronxkong,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
RachelLin_SF,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
jposhaughnessy,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
andy_koz,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
BainandCompany,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
NqCgU3ZbK9,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
TroupeFTM,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
aciiiidhouse,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
alfaketchum,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
EvanTheFeng,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
neuman1001,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
euroemoney,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
huggingface,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Eidon_AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
ferascircle,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Matthew_Graham_,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
CryptoFightWeek,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
primev_xyz,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
the_eqg,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
kandi_app,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
JohnEDeaton1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
lwkzyUqMq5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
AHCapital_,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
CodeCanvas_Art,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
MainStSummit,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
manscaped,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
borrowed_ideas,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
StepFinance_,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
search?q=%24Crypto&src=cashtag_click,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
mikadontlouz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
urbitfoundation,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
ai,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
snxambassadors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
goku_nft,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Travis_Kling,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
search?q=%24YBR&src=cashtag_click,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
TheO2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
RaviMonke,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
moodrowghani,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
_inceptioncap,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
odlabs,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
adamliptak,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
cryptunez,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
silvermohawk,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
PcUbewvWPr,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
SxoZmGADyy,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
AndromedaProt,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
sentdefender,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
nambrot,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
FarsideUK,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
WestieCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
helium_mobile,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
4EBiPWI8En,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
socialleverage,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
howardlindzon,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
FigmentCapital,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
grassclippingsc,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
matt_willemsen,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
see3xyz,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
SocketProtocol,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
liquid_col,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
stack__sats,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
BucknSF,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Eito_Miyamura,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
LoganR2WH,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
DennehyNiall,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
HGYG4UoYts,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
modestproposal1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
robinhoodapp,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
GaiminIo,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SolarEtherPunk,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
IHunt100xGems,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
londonfo5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
search?q=%24HONEY&src=cashtag_click,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
MuratLite,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
FortuneMagazine,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
Portikus_,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
cshift_io,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
MattSynFutures1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
thecowfund,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
BrentBeshore,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
staderlabs,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
FrankieStyless,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
SteveBearwin,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
NuC25VaSff,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
SynFuturesDefi,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
jasonlk,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
labs_electron,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
search?q=%24Base&src=cashtag_click,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
novi,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
NorthislandVC,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
SolanaCompass,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
amandacassatt,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
MrBeast,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
etoro,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
fractalclearing,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
lofipepenft,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
BarryLemonade,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
learncap,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
ParaSwap,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
dingalingts,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
ecodao_,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
NASAJPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
HasuBackup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
linera_io,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
forweb3media,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Togbe0x,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
9CA1cdahOp,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
fractalwagmi,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
BChillman,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
rektguynft,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
forgottenrunes,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
dbwoods11,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
smlevin11,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
MaxPertsovskiy,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
matik_io,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
_annasemenova_,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
TimewaveLabs,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Monumental_Labs,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
watchesio,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
twelve_o1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
FreeBlckThought,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
ivo_crnkovic,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
kshenster,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
guDR0d4IA7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
BottoDAO,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
1j8cRtkkoN,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
VCBrags,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
kylenabecker,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
ApacheTVM,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
Yuchenj_UW,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
octoaicloud,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
AstariaXYZ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0
usc,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
Clubhouse,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
XverseApp,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Rain_Turkiye,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
ucberkeleymet,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
xiaomi,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
SamSpratt,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
QUsjvcv6EU,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
blackbird_xyz,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
IrreducibleHW,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
avalabsofficial,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
SupermavenAI,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
adobe,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
HSruM3o61E,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
wbrads,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Tabnine,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
playainetwork,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
johngranjovi,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
vaultmusichq,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
sleeperhq,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
superteamdao,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
rye,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
jbfja,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
UdIqx7HXI0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
linear,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
JVCMTzBleL,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
robinchan,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
ajcrypto333,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
YukanL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
solanafndn,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
dalegre,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
remintreality,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
